review_id,feature,opinion,sentiment,token,engagement
2012,0,bar,lol,S7PX_xpyg6g,2,I love those bars so much lol
2017,0,review,own,Tks-PZMOLKU,0,Did my own review actually.
2022,0,sugar,high,Tks-PZMOLKU,2,Yes I know it's high in sugar (The only real con about them) They taste great which I've tried bars like Marathon (Which is made by Mars) and they just don't taste as good as the Met Rx.
2022,0,taste,not great,Tks-PZMOLKU,2,Yes I know it's high in sugar (The only real con about them) They taste great which I've tried bars like Marathon (Which is made by Mars) and they just don't taste as good as the Met Rx.
2022,0,taste,not good,Tks-PZMOLKU,2,Yes I know it's high in sugar (The only real con about them) They taste great which I've tried bars like Marathon (Which is made by Mars) and they just don't taste as good as the Met Rx.
2022,0,taste,not great,Tks-PZMOLKU,2,Yes I know it's high in sugar (The only real con about them) They taste great which I've tried bars like Marathon (Which is made by Mars) and they just don't taste as good as the Met Rx.
2022,0,taste,not good,Tks-PZMOLKU,2,Yes I know it's high in sugar (The only real con about them) They taste great which I've tried bars like Marathon (Which is made by Mars) and they just don't taste as good as the Met Rx.
2022,0,breakfast,quick,Tks-PZMOLKU,0,Yeah but if it's going to be the difference between eating breakfast quick before work or eating something over 1000 calories at work I can live with it.
2025,0,meal,actual,Tks-PZMOLKU,-1,"I'm always busy and I do use this as a meal replacement, my breakfast is a protein shake and my dinner is my only actual meal."
2025,0,meal,actual,Tks-PZMOLKU,-1,"I'm always busy and I do use this as a meal replacement, my breakfast is a protein shake and my dinner is my only actual meal."
2026,0,protein,more,Tks-PZMOLKU,1,I like to treat myself with it and eat it with plain Greek yogurt (more protein to offset the crazy sugar / carb content) and lots of broccoli.
2029,0,types,different,Tks-PZMOLKU,0,"There are different types for different situations (meal replacement, snack, pre-workout, post-workout, etc), so it's difficult to make a recommendation."
2029,0,protein,good,Tks-PZMOLKU,1,The Big100's are what I like to call 'Snickers bar with a scoop of protein' but they do taste rather good (I'm a fan of Cookie Crunch) and will give you a good dosage of protein.
2029,0,taste,good,Tks-PZMOLKU,1,The Big100's are what I like to call 'Snickers bar with a scoop of protein' but they do taste rather good (I'm a fan of Cookie Crunch) and will give you a good dosage of protein.
2029,0,protein,good,Tks-PZMOLKU,1,The Big100's are what I like to call 'Snickers bar with a scoop of protein' but they do taste rather good (I'm a fan of Cookie Crunch) and will give you a good dosage of protein.
2029,0,bars,best,Tks-PZMOLKU,1,"The best bars you can have are the ones you make at home - they have what you want, at the quantity that you want."
2030,0,bar,healthiest,Tks-PZMOLKU,0,So wat would u suggest the healthiest bar to eat is ?
2032,0,bar,good,Tks-PZMOLKU,1,Seems like a good bar to eat at work to hold me over until lunch time
2034,1,flavor,wrong,ZoUrPsqNKLo,1,"You choose the wrong flavor to be honest, the crispy apple pie and the super cookie crunch are AMAZING!"
2035,0,people,extreme,ZoUrPsqNKLo,0,They have so much sugar too and very high carb overload to give those extreme workout people the energy
2037,1,brownie,Met-RX,PgslFzMoNrc,1,It would have been nice if u had shared the ingredients in that 'so called' healthy Met-RX brownie.
2037,1,brownie,healthy,PgslFzMoNrc,1,It would have been nice if u had shared the ingredients in that 'so called' healthy Met-RX brownie.
2039,0,cookies,amazing,PgslFzMoNrc,2,protein blast : cookies and cream is amazing it comes in blue packaging white outershell with fudge fill.
2042,0,taste,strong,PgslFzMoNrc,0,They just taste a little too strong for me.
2047,0,bags,best,PgslFzMoNrc,2,"EBAY is your best bet for bags Most of the time... Bulking is VERY dependant on Body Type, Metabolism etc I LOVE the CYTO Gain and Monster milk if your looking for Extra Its Protein Creatine Testosterone Booster and Nitric Oxcide Boositin Cycle With a Gram of Protein for every Pound of Body weight.. Just need More Calories Than your BMR 3500= 1 Pound Pretty simple to Add a pound a week over a 3 Month Cycle if NOT already HUGE and From there it gets Harder to get More.. My opinion anyways"
2048,0,glass,excellent,PgslFzMoNrc,1,But they're excellent with a glass of milk
2049,0,work,good,PgslFzMoNrc,1,good work snack.
2055,0,purchase,want,PgslFzMoNrc,0,I don't want to buy a whole box only to find out I don't like them.
2058,0,loss,best,lSR9mQ3EEYE,-1,It is without a doubt the best weight loss that I have ever had and I have kept it off to this day.
2059,0,loss,best,lSR9mQ3EEYE,-1,It is without a doubt the best weight loss that I have ever achieved and I have kept it off to this day.
2061,0,protein,grams,lSR9mQ3EEYE,0,"The container says 1 scoop (50 grams) is 180 calories, 25 grams protein, 18 grams carbs, and 3 grams of fat."
2061,0,carbs,grams,lSR9mQ3EEYE,0,"The container says 1 scoop (50 grams) is 180 calories, 25 grams protein, 18 grams carbs, and 3 grams of fat."
2065,0,product,Great,lSR9mQ3EEYE,2,Great product.
2066,0,feel,great,H1ooiNZ1TMM,2,"I use this as well, I feel great."
2067,1,milk,powdered,H1ooiNZ1TMM,-1,"I either use powdered milk, water and the shake or I blend it with an apple, or cucumber and carrot."
2067,1,drink,try,H1ooiNZ1TMM,0,I try to drink lots of water (96 oz) daily and today is my 3rd day of GNC.
2068,1,bottle,few,H1ooiNZ1TMM,-1,Just a few shakes in a shaker bottle and it was ready to drink.
2068,1,drink,ready,H1ooiNZ1TMM,-1,Just a few shakes in a shaker bottle and it was ready to drink.
2068,1,results,other,H1ooiNZ1TMM,1,This is my first day so I can really eand on results just yet other then I do like the taste and think that this is something I can stick to.
2072,0,fruit,frozen,H1ooiNZ1TMM,-1,"I also use these shakes, and I blend mine with one cup of frozen tropical fruit from Wal-Mart, with almond breeze 30 calorie milk, which comes to 280 calories per shake."
2072,0,fruit,tropical,H1ooiNZ1TMM,-1,"I also use these shakes, and I blend mine with one cup of frozen tropical fruit from Wal-Mart, with almond breeze 30 calorie milk, which comes to 280 calories per shake."
2072,0,milk,calorie,H1ooiNZ1TMM,-1,"I also use these shakes, and I blend mine with one cup of frozen tropical fruit from Wal-Mart, with almond breeze 30 calorie milk, which comes to 280 calories per shake."
2072,0,fruit,frozen,H1ooiNZ1TMM,0,"The powder itself is 180 cal the milk 30 cal & the cup of frozen tropical fruit is 70 cal, you will be full."
2072,0,fruit,tropical,H1ooiNZ1TMM,0,"The powder itself is 180 cal the milk 30 cal & the cup of frozen tropical fruit is 70 cal, you will be full."
2072,0,product,great,H1ooiNZ1TMM,2,This is a great product.
2073,0,people,other,H1ooiNZ1TMM,-2,I bought this shake and I hated the taste with water but I don't have access to almond or soy milk like I found other people suggest.
2076,0,milk,unsweetened,H1ooiNZ1TMM,0,I use unsweetened almond milk and it totally thickens it up and gives it a rich flavor.
2076,0,milk,almond,H1ooiNZ1TMM,0,I use unsweetened almond milk and it totally thickens it up and gives it a rich flavor.
2076,0,flavor,rich,H1ooiNZ1TMM,0,I use unsweetened almond milk and it totally thickens it up and gives it a rich flavor.
2079,0,weight,loose,H1ooiNZ1TMM,1,I am very happy with weight loss idealiss pills.I started taking them 8 days ago and already have lost 5lbs.I have tried almost everything to loose weight and nothing worked except for this product.I wanted to update my original review.I still believe this pills are amazing!!
2079,0,weight,loose,H1ooiNZ1TMM,1,I am very happy with weight loss idealiss pills.I started taking them 8 days ago and already have lost 5lbs.I have tried almost everything to loose weight and nothing worked except for this product.I wanted to update my original review.I still believe this pills are amazing!!
2079,0,pills,amazing,H1ooiNZ1TMM,1,I am very happy with weight loss idealiss pills.I started taking them 8 days ago and already have lost 5lbs.I have tried almost everything to loose weight and nothing worked except for this product.I wanted to update my original review.I still believe this pills are amazing!!
2079,0,bottle,2nd,H1ooiNZ1TMM,0,"!I am almost finished with my 2nd bottle and have lost a total of 17lbs,I am currently getting ready to order my 3rd Bottle."
2079,0,purchase,want,H1ooiNZ1TMM,-2,"If you want to buy,Search on the google weight loss idealiss and you can find them website"
2080,0,trier,sold,H1ooiNZ1TMM,2,great video you have me sold to try it out....very detailed thanks
2081,0,weight,extra,H1ooiNZ1TMM,2,"Congratulations, hope that all of your extra weight is off already!"
2081,0,trier,encouraged,H1ooiNZ1TMM,0,I wish I found it BEFORE I started the Total Lean shakes -- it definitely would have encouraged me to try them.
2087,1,fat,unwanted,oly8E7wViG0,-2,I had been desperate to lose my unwanted fat.
2087,1,things,different,oly8E7wViG0,0,I tried lots of different things but none of them worked.
2087,1,results,fantastic,oly8E7wViG0,2,I accomplished fantastic results and lost practically 13 pounds!
2088,0,meal,many,oly8E7wViG0,0,Are you only able to replace one meal or how many meals can you replace a day ?
2088,0,meals,many,oly8E7wViG0,0,Are you only able to replace one meal or how many meals can you replace a day ?
2089,1,results,delighted,oly8E7wViG0,2,Now i am delighted with the fantastic results I`ve accomplished - I`ve lost almost 12 lbs!
2094,0,results,good,oly8E7wViG0,1,are there any good results with this?
2095,0,bottle,white,oly8E7wViG0,-1,i got one today its GNC lean shake burn its white bottle.
2097,0,weight,loose,P9bbOQUv1Nk,0,"do u have to excercise to loose weight, or just drinking it alone?"
2104,0,feel,sleepy,P9bbOQUv1Nk,0,I feel really sleepy now I don't know why.
2107,1,results,overall,P9bbOQUv1Nk,0,Can you share your overall results and thoughts on the product?
2109,3,reviews,many,P9bbOQUv1Nk,0,So many reviews ramble on & on about every other thing & then give a quick response to what the actual review was about in the 1st place.
2109,3,reviews,actual,P9bbOQUv1Nk,0,So many reviews ramble on & on about every other thing & then give a quick response to what the actual review was about in the 1st place.
2109,3,thing,other,P9bbOQUv1Nk,0,So many reviews ramble on & on about every other thing & then give a quick response to what the actual review was about in the 1st place.
2109,3,review,actual,P9bbOQUv1Nk,0,So many reviews ramble on & on about every other thing & then give a quick response to what the actual review was about in the 1st place.
2109,3,review,many,P9bbOQUv1Nk,0,So many reviews ramble on & on about every other thing & then give a quick response to what the actual review was about in the 1st place.
2111,1,review,honest,P9bbOQUv1Nk,2,This is the most honest review and I really appreciate this.
2113,1,results,more,P9bbOQUv1Nk,-1,"weighing in at 154 decided toi start using total lean shake this morning at 5am for breakfast along with a bannana and for lunch i had tuna and crackers when i got home to today at 3pm i lost 2 pounds i looking forward to more results, need to lost 20 lbs"
2114,2,water,8-10oz,P9bbOQUv1Nk,-1,After drinking the shake I would drink 8-10oz of water.
2115,0,sizes,bigger,P9bbOQUv1Nk,1,Hopefully I do like them then I'll go back and buy the bigger sizes.
2121,1,taste,great,9kJOCyMjD6U,2,Give it a nice chill it taste great.
2123,1,taste,semisweet,9kJOCyMjD6U,2,One makes them taste like candy and one adds just enough natural sweetness to counter the semisweet taste.
2123,1,taste,semisweet,9kJOCyMjD6U,2,One makes them taste like candy and one adds just enough natural sweetness to counter the semisweet taste.
2125,0,love,!!,xvXRGopjFD0,2,i love it still !!
2128,0,review,old,SaempucCY8Y,1,"i know this review is pretty old, but do you still drink this shake?"
2131,0,weight,much,SaempucCY8Y,-1,How much weight did you lose total
2133,1,calories,more,SaempucCY8Y,-1,"I started taking the lean shake 25, plus lean shake burn, which helps you burn 3x more calories, and I lost weight!"
2133,1,calories,3x,SaempucCY8Y,-1,"I started taking the lean shake 25, plus lean shake burn, which helps you burn 3x more calories, and I lost weight!"
2134,0,review,excellent,SaempucCY8Y,1,I also heard numerous excellent review relating to this diet plan.
2134,0,review,numerous,SaempucCY8Y,1,I also heard numerous excellent review relating to this diet plan.
2137,0,drinks,premixed,SaempucCY8Y,-2,I wish they had the premixed drinks in more than just a 4 pack because when I had the powder I could never keep it down and it made my stomach hurt unlike the mixed ones (maybe it's the flavors I chose)
2139,0,drink,have,SaempucCY8Y,1,"I have a question I'm not really use to eating lunch do you have to drink it 2 x (bfast/lunch ) or can I drink it for breakfast and dinner and snack I'm suppose to eat 1,300 due to my height and weight goals"
2139,0,drink,have,SaempucCY8Y,1,"I have a question I'm not really use to eating lunch do you have to drink it 2 x (bfast/lunch ) or can I drink it for breakfast and dinner and snack I'm suppose to eat 1,300 due to my height and weight goals"
2141,0,snacks,light,SaempucCY8Y,0,I am doing it as a meal replacement for breakfast and lunch then a light dinner along with 2 light snacks.
2141,0,bags,premake,SaempucCY8Y,0,( I premake veggie bags and fruit bags) That has helped me a lot on the go is to pre make those healthy snacks.
2141,0,bags,premake,SaempucCY8Y,0,( I premake veggie bags and fruit bags) That has helped me a lot on the go is to pre make those healthy snacks.
2141,0,snacks,healthy,SaempucCY8Y,0,( I premake veggie bags and fruit bags) That has helped me a lot on the go is to pre make those healthy snacks.
2142,0,snack,small,SaempucCY8Y,0,"Btw, I also eat a small snack(fruit &water) in between my 3 meals."
2153,0,snack,small,wErhEYg_OFg,1,Still eat a small snack between meals like a piece of fruit with handful of nuts and healthy dinner.
2153,0,meals,small,wErhEYg_OFg,1,Still eat a small snack between meals like a piece of fruit with handful of nuts and healthy dinner.
2153,0,food,real,wErhEYg_OFg,-3,"If worried eat real food, make a shake made of organic fruit and veggies totally healthy no side effects."
2153,0,fruit,organic,wErhEYg_OFg,-3,"If worried eat real food, make a shake made of organic fruit and veggies totally healthy no side effects."
2153,0,water,coconut,wErhEYg_OFg,0,"Ice, coconut water, frozen fruit, spinach, almonds, chia seeds, flax seed, raw oats and blend."
2153,0,fruit,frozen,wErhEYg_OFg,0,"Ice, coconut water, frozen fruit, spinach, almonds, chia seeds, flax seed, raw oats and blend."
2154,0,breakfast,only,wErhEYg_OFg,0,or was it only for breakfast?
2160,1,trier,hooked,371R0q0dWvM,0,try hooked on phonics next (;
2167,0,luck,Good,371R0q0dWvM,2,Good luck to you girl!
2168,5,things,many,371R0q0dWvM,0,There are many things that I like about kyle Leon's *www MusclesMaximizer info* *put dots in place of the spaces - u know how stupid YT filters!
2169,0,taste,delicious,371R0q0dWvM,1,you can also add cinnamon on your vanilla or chocolate shake and it tastes delicious!
2173,0,folks,ordinary,371R0q0dWvM,0,"To ordinary folks who want to burn fat some day, Go and google Fat Blast Furnace and get started."
2176,0,fat,tummy,371R0q0dWvM,0,This made it possible for John to eliminate his tummy fat.
2178,0,waiter,going,371R0q0dWvM,0,I've been on Weightlossidealis Pills for about 2 weeks now and I was going to wait the full 30 days before writing a review but I'm so excited about my weight loss that I had to share it with everyone.
2178,0,loss,excited,371R0q0dWvM,0,I've been on Weightlossidealis Pills for about 2 weeks now and I was going to wait the full 30 days before writing a review but I'm so excited about my weight loss that I had to share it with everyone.
2179,0,package,whole,YZfkZwPY388,1,hi i will like to know hw much is for the whole package
2181,0,thing,not good,YZfkZwPY388,0,When It comes to being healthy every thing is not as good as eating bad foods but u do better to be better.
2181,0,foods,bad,YZfkZwPY388,0,When It comes to being healthy every thing is not as good as eating bad foods but u do better to be better.
2182,1,powdered,bottled,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,taste,good,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,milk,premixed,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,milk,old,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,water,premixed,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,water,old,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,taste,good,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,vitamins,more,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,amount,more,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,amount,same,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2182,1,protein,same,YZfkZwPY388,2,Honestly the Vanilla Bean flavor in the bottled version instead of powdered taste really good especially that its premixed with Skim milk instead of just plain old water which is the main reason it taste like ass plus it has 5% more vitamins with the same amount of protein (25g) at 14 fl oz.
2183,1,tasted,artificial/chalky,YZfkZwPY388,1,"Ive tasted the vanilla (gross), cookies n cream (its ok...but has the artificial/chalky taste) and the rich chocolate (amazing)."
2183,1,cream,cookies,YZfkZwPY388,1,"Ive tasted the vanilla (gross), cookies n cream (its ok...but has the artificial/chalky taste) and the rich chocolate (amazing)."
2183,1,taste,artificial/chalky,YZfkZwPY388,1,"Ive tasted the vanilla (gross), cookies n cream (its ok...but has the artificial/chalky taste) and the rich chocolate (amazing)."
2183,1,reviews,good,YZfkZwPY388,1,"Rich Chocolate and Swiss chocolate have really good reviews, so if you are looking to purchase one of GNC shakes, I recommend one of those."
2190,0,people,numerous,TGu8Jf-5pfE,0,"I was searching the net for an alternative to Shakeology and numerous people, like yourself, have been recommending Vega One."
2195,1,love,!!,TGu8Jf-5pfE,2,I just stick to my Blogilates with Cassie here on YouTube and follow the calendar love it!!
2201,0,feeling,great,TGu8Jf-5pfE,1,"I just love your vlogs and I saw how you were struggling a little in the new year (as we can in our Canadian winters) and then you decided to do something and its so great to see the difference it has made in how you are feeling and look, 10 pounds in a month is fantastic!"
2205,0,results,!!!,TGu8Jf-5pfE,2,Awesome results!!!
2211,0,meals,big,jTTFqEGq83Q,2,"dude in the black shirt looks like a meat in the closet, i bet he goes home every night and orders 4 big mac meals, super sized fries, 3 large coca colas, and 2 extra large orange pops"
2219,0,thing,good,jTTFqEGq83Q,1,It would be a good thing to say just how much more you are paying for.
2222,2,nutrition,talkin,jTTFqEGq83Q,-2,this chubby bastard talkin bout nutrition
2224,2,allergies,horrible,jTTFqEGq83Q,-3,"I have horrible stomach allergies, dairy, gluten, soy, starch, unnatural sugar."
2224,2,sugar,unnatural,jTTFqEGq83Q,-3,"I have horrible stomach allergies, dairy, gluten, soy, starch, unnatural sugar."
2224,2,powder,only,jTTFqEGq83Q,-2,So far this is the only protein powder I have found that shouldn't upset my stomach.
2227,0,bit,more,jTTFqEGq83Q,0,We are making more of an effort to give a bit more of an overview in so far as a rating etc...
2230,0,water,coconut,bQRbeHQjSBo,1,"I love using my Vega One powder i mix it with coconut water, fruits and some greens freak."
2232,0,air,fresh,bQRbeHQjSBo,0,What a breath of fresh air!
2232,0,reviews,video,bQRbeHQjSBo,0,"I have watched well over a dozen video ""reviews"" on Skakeology and Shakeology replacements--yours is absolutely the first neutral, intelligent and informative one I have seen."
2234,0,breakfast,quick,bQRbeHQjSBo,-1,Sometimes I just want to have a shake in the morning since it's such a quick breakfast (with a little added fruit and spinach).
2234,0,fruit,little,bQRbeHQjSBo,-1,Sometimes I just want to have a shake in the morning since it's such a quick breakfast (with a little added fruit and spinach).
2234,0,fruit,added,bQRbeHQjSBo,-1,Sometimes I just want to have a shake in the morning since it's such a quick breakfast (with a little added fruit and spinach).
2234,0,quality,huge,bQRbeHQjSBo,1,It's nice to see that I won't be making a huge sacrifice in quality by switching
2236,0,drink,i,bQRbeHQjSBo,-1,"i dont drink shakes but, I accidentally some how wond up seeing your video and you mentioned MSM so i decided to buy it as supplement to take."
2236,0,purchase,decided,bQRbeHQjSBo,-1,"i dont drink shakes but, I accidentally some how wond up seeing your video and you mentioned MSM so i decided to buy it as supplement to take."
2239,2,vitamins,same,bQRbeHQjSBo,-1,the vitamins don't compare to shakeology -- You'd have to drink two shakes a day to the one shake you need with shakeology to get the same amount of vitamins and minerals needed for day therefore your price will be bumped up!
2239,2,drink,have,bQRbeHQjSBo,-1,the vitamins don't compare to shakeology -- You'd have to drink two shakes a day to the one shake you need with shakeology to get the same amount of vitamins and minerals needed for day therefore your price will be bumped up!
2239,2,amount,same,bQRbeHQjSBo,-1,the vitamins don't compare to shakeology -- You'd have to drink two shakes a day to the one shake you need with shakeology to get the same amount of vitamins and minerals needed for day therefore your price will be bumped up!
2239,2,vitamins,same,bQRbeHQjSBo,-1,the vitamins don't compare to shakeology -- You'd have to drink two shakes a day to the one shake you need with shakeology to get the same amount of vitamins and minerals needed for day therefore your price will be bumped up!
2250,0,fruit,awesome,tCOmVQVmC-M,2,fruit and chocolate is awesome
2251,0,taste,good,tCOmVQVmC-M,1,The vanilla flavor tastes good with almond milk
2251,0,milk,good,tCOmVQVmC-M,1,The vanilla flavor tastes good with almond milk
2253,0,review,excellent,tCOmVQVmC-M,1,"Your review was excellent, -Michael Thank you"
2257,0,review,more,tCOmVQVmC-M,0,"I was looking for a more recently posted review of this product.,and thus found you."
2259,0,loss,good,t1fsBsqVnJg,-1,Is this good for weight loss?
2261,0,ingredient,natural,t1fsBsqVnJg,0,"What are your thoughts on the ""natural flavor"" ingredient?"
2261,0,flavors,natural,t1fsBsqVnJg,-2,I've heard lots of nasty chemicals and things can be hidden in natural flavors
2263,0,workout,mid,FL81w7bohww,0,"Before workout, mid workout, after workout?"
2263,0,workout,mid,FL81w7bohww,0,"Before workout, mid workout, after workout?"
2263,0,workout,mid,FL81w7bohww,0,"Before workout, mid workout, after workout?"
2265,0,flavor,same,mNtYxzbikWk,0,what can one use instead of coffee or espresso and still get the same mocha flavor?
2271,0,boost,to,mNtYxzbikWk,2,I love adding protein powder to my smoothies as a quick way to to boost the nutrients.
2285,0,offer,available,o3dIoHCSpm8,1,I would love to have a sample of this if your offer is still available.
2290,0,energy,powerful,o3dIoHCSpm8,0,"if you guys require to get ripped quick without spending a single extra minute in the gym, then you must keep an eye on this video tutorial SI.COM There are few sources of energy so powerful as a procrastinating college student."
2290,0,energy,few,o3dIoHCSpm8,0,"if you guys require to get ripped quick without spending a single extra minute in the gym, then you must keep an eye on this video tutorial SI.COM There are few sources of energy so powerful as a procrastinating college student."
2306,0,luck,Good,TBHe1nC_pwU,2,Good luck on your 30-day journey!
2309,0,results,long,TZDZGNI_xBg,0,But I really need long term results and thats lifestyle change and discipline.
2310,0,foods,healthy,TZDZGNI_xBg,0,"Everything I've ever seen from them starts with recommending eating healthy, whole foods."
2310,0,foods,whole,TZDZGNI_xBg,0,"Everything I've ever seen from them starts with recommending eating healthy, whole foods."
2313,0,diet,liquid,TZDZGNI_xBg,-1,"She will need to be on a liquid diet for 6-12 weeks and since i will be helping her with the diet preparations, I am looking for a good protein supplement for her.She is looking to maintain her weight(110 pounds) rather than losing weight which is eected when one is on a liquid diet."
2313,0,diet,liquid,TZDZGNI_xBg,-1,"She will need to be on a liquid diet for 6-12 weeks and since i will be helping her with the diet preparations, I am looking for a good protein supplement for her.She is looking to maintain her weight(110 pounds) rather than losing weight which is eected when one is on a liquid diet."
2313,0,supplement,good,TZDZGNI_xBg,-1,"She will need to be on a liquid diet for 6-12 weeks and since i will be helping her with the diet preparations, I am looking for a good protein supplement for her.She is looking to maintain her weight(110 pounds) rather than losing weight which is eected when one is on a liquid diet."
2313,0,diet,liquid,TZDZGNI_xBg,-1,"She will need to be on a liquid diet for 6-12 weeks and since i will be helping her with the diet preparations, I am looking for a good protein supplement for her.She is looking to maintain her weight(110 pounds) rather than losing weight which is eected when one is on a liquid diet."
2313,0,supplement,equivalent,TZDZGNI_xBg,-1,Can you recommend an equivalent protein supplement rather than going to the eense of buying these eensive shakes?
2315,0,results,faster,TZDZGNI_xBg,0,I just wanted to see faster results bit I shoulda stuck to what has always worked.
2323,0,milk,almond,16r5Sav0Y8U,0,Can I use almond milk?
2324,0,things,good,16r5Sav0Y8U,1,Ive heard some pretty good things about it and my GF got excellent results with it.
2324,0,results,excellent,16r5Sav0Y8U,1,Ive heard some pretty good things about it and my GF got excellent results with it.
2329,0,nutrition,renowned,zt_fr6-P2H0,1,"I actually mentor now with four of the worlds leading minds in nutrition: a professor of holistic nutrition/doctor/nutritionist, John Anderson - the man known as 'The Mineral Man' worldwide, earth's most renowned researcher in nutrition & anti-aging; Dr. Michael Colgan (The Colgan Institute), & finally, Dr. Bill Andrews (CEO - Cierra Sciences) aka, 'The Man Who Would Stop Time,' (via Popular Science magazine) All of the above people are partnered with Isagenix - am I missing something as to why they are being linked to Visalus?"
2329,0,nutrition,leading,zt_fr6-P2H0,1,"I actually mentor now with four of the worlds leading minds in nutrition: a professor of holistic nutrition/doctor/nutritionist, John Anderson - the man known as 'The Mineral Man' worldwide, earth's most renowned researcher in nutrition & anti-aging; Dr. Michael Colgan (The Colgan Institute), & finally, Dr. Bill Andrews (CEO - Cierra Sciences) aka, 'The Man Who Would Stop Time,' (via Popular Science magazine) All of the above people are partnered with Isagenix - am I missing something as to why they are being linked to Visalus?"
2329,0,nutrition,renowned,zt_fr6-P2H0,1,"I actually mentor now with four of the worlds leading minds in nutrition: a professor of holistic nutrition/doctor/nutritionist, John Anderson - the man known as 'The Mineral Man' worldwide, earth's most renowned researcher in nutrition & anti-aging; Dr. Michael Colgan (The Colgan Institute), & finally, Dr. Bill Andrews (CEO - Cierra Sciences) aka, 'The Man Who Would Stop Time,' (via Popular Science magazine) All of the above people are partnered with Isagenix - am I missing something as to why they are being linked to Visalus?"
2329,0,nutrition,leading,zt_fr6-P2H0,1,"I actually mentor now with four of the worlds leading minds in nutrition: a professor of holistic nutrition/doctor/nutritionist, John Anderson - the man known as 'The Mineral Man' worldwide, earth's most renowned researcher in nutrition & anti-aging; Dr. Michael Colgan (The Colgan Institute), & finally, Dr. Bill Andrews (CEO - Cierra Sciences) aka, 'The Man Who Would Stop Time,' (via Popular Science magazine) All of the above people are partnered with Isagenix - am I missing something as to why they are being linked to Visalus?"
2329,0,people,above,zt_fr6-P2H0,1,"I actually mentor now with four of the worlds leading minds in nutrition: a professor of holistic nutrition/doctor/nutritionist, John Anderson - the man known as 'The Mineral Man' worldwide, earth's most renowned researcher in nutrition & anti-aging; Dr. Michael Colgan (The Colgan Institute), & finally, Dr. Bill Andrews (CEO - Cierra Sciences) aka, 'The Man Who Would Stop Time,' (via Popular Science magazine) All of the above people are partnered with Isagenix - am I missing something as to why they are being linked to Visalus?"
2332,0,milk,free,y1FaWS2fsDI,0,"8oz of fat free, soy milk or almond milk"
2332,0,milk,free,y1FaWS2fsDI,0,"8oz of fat free, soy milk or almond milk"
2337,0,milk,soya,#NAME?,0,"what I do is add soya milk/almond milk, this way you are getting more protein."
2337,0,milk,milk/almond,#NAME?,0,"what I do is add soya milk/almond milk, this way you are getting more protein."
2337,0,protein,more,#NAME?,0,"what I do is add soya milk/almond milk, this way you are getting more protein."
2338,0,review,detailed,9bvtHIBQERQ,1,Thank you for the detailed review.
2339,0,milk,almond,9bvtHIBQERQ,0,Will try with almond milk instead of water.
2339,0,water,almond,9bvtHIBQERQ,0,Will try with almond milk instead of water.
2343,0,product,best,_d3PdH0x3rw,1,It is the best product on the market.
2345,1,meal,raw,_d3PdH0x3rw,2,I use raw meal and it is very good.
2348,0,flavor,same,_d3PdH0x3rw,-2,Got this same chocolate flavor and strongly disliked the first shake.
