"","index","asin","feature","helpful","opinion","overall","sentiment","token","unixReviewTime","feature_LEMMA","opinion_LEMMA","feature_STEM","opinion_STEM","cluster_number_set","cluster_number_feature","cluster_number_opinion"
"7235",1947,"B003X5FYJQ","energy","[0, 0]","scoopspre-workout",4,-1,"The recommendations are:basic serving: 2 scoops in 10-12 ounces of watermorning wake up: 2-4 scoopspre-workout energy: 4-6+ scoopspost-workout energy: 2-4 scoopsafternoon pick-me-up: 2-4 scoopsThe label's description is a bit confusing.",1314403200,"energy","scoopspre-workout","energi","scoopspre-workout","0","1","0"
"7236",1947,"B003X5FYJQ","flavor","[0, 0]","intense",4,1,"If you follow the directions to use 2-4 scoops but still keep it at 10-12 ounces of water I could not handle the intense flavor and too-sweet flavor.",1314403200,"flavor","intense","flavor","intens","0","1","0"
"7237",1947,"B003X5FYJQ","flavor","[0, 0]","strong",4,2,"As it is, two scoops yields a strong grape flavor which I was fine with but the arfiticial sweetner sucralose was a bit much (and I'm a sweet tooth!).",1314403200,"flavor","strong","flavor","strong","0","1","2"
"7238",1947,"B003X5FYJQ","water","[0, 0]","cold",4,0,"I also recommend very cold water.",1314403200,"water","cold","water","cold","1","1","1"
"7239",1947,"B003X5FYJQ","drink","[0, 0]","other",4,-1,"As I let mine come to room temperature the drink became less pleasant.For anyone who may need or want to know: this product contains soy (lecithin).I rate this 4 stars, I Like It because unlike some other drinks on the market this one tasted good, although strong grape and sweet, it is far and above other drinks that have that horrid supplement taste that is sometimes not always masked enough to be palatable.If you want to avoid caffiene, soy, or sucralose this drink is not for you.",1314403200,"drink","other","drink","other","1","1","1"
"7240",1947,"B003X5FYJQ","drinks","[0, 0]","other",4,-1,"As I let mine come to room temperature the drink became less pleasant.For anyone who may need or want to know: this product contains soy (lecithin).I rate this 4 stars, I Like It because unlike some other drinks on the market this one tasted good, although strong grape and sweet, it is far and above other drinks that have that horrid supplement taste that is sometimes not always masked enough to be palatable.If you want to avoid caffiene, soy, or sucralose this drink is not for you.",1314403200,"drink","other","drink","other","1","1","1"
"7241",1947,"B003X5FYJQ","tasted","[0, 0]","horrid",4,-1,"As I let mine come to room temperature the drink became less pleasant.For anyone who may need or want to know: this product contains soy (lecithin).I rate this 4 stars, I Like It because unlike some other drinks on the market this one tasted good, although strong grape and sweet, it is far and above other drinks that have that horrid supplement taste that is sometimes not always masked enough to be palatable.If you want to avoid caffiene, soy, or sucralose this drink is not for you.",1314403200,"tasted","horrid","tast","horrid","0","0","0"
"7242",1947,"B003X5FYJQ","taste","[0, 0]","horrid",4,-1,"As I let mine come to room temperature the drink became less pleasant.For anyone who may need or want to know: this product contains soy (lecithin).I rate this 4 stars, I Like It because unlike some other drinks on the market this one tasted good, although strong grape and sweet, it is far and above other drinks that have that horrid supplement taste that is sometimes not always masked enough to be palatable.If you want to avoid caffiene, soy, or sucralose this drink is not for you.",1314403200,"taste","horrid","tast","horrid","0","1","0"
"7243",1948,"B003X5FYJQ","supplement","[0, 0]","looking",5,-1,"I lift heavily five days a week and am always looking for ways to supplement my diet with low calorie, high protein foods.",1308182400,"supplement","looking","supplement","look","0","1","0"
"7244",1948,"B003X5FYJQ","calorie","[0, 0]","low",5,-1,"I lift heavily five days a week and am always looking for ways to supplement my diet with low calorie, high protein foods.",1308182400,"calorie","low","calori","low","1","1","1"
"7245",1948,"B003X5FYJQ","foods","[0, 0]","high",5,-1,"I lift heavily five days a week and am always looking for ways to supplement my diet with low calorie, high protein foods.",1308182400,"food","high","food","high","0","0","1"
"7246",1948,"B003X5FYJQ","taste","[0, 0]","terrible",5,-2,"I was expecting this to taste terrible, but if taken with 16 ounces of chilled water, it tastes almost exactly like grape Kool-Aid.",1308182400,"taste","terrible","tast","terribl","2","1","2"
"7247",1948,"B003X5FYJQ","taste","[0, 0]","expecting",5,-2,"I was expecting this to taste terrible, but if taken with 16 ounces of chilled water, it tastes almost exactly like grape Kool-Aid.",1308182400,"taste","expecting","tast","expect","0","1","0"
"7248",1948,"B003X5FYJQ","water","[0, 0]","chilled",5,-2,"I was expecting this to taste terrible, but if taken with 16 ounces of chilled water, it tastes almost exactly like grape Kool-Aid.",1308182400,"water","chilled","water","chill","0","1","0"
"7249",1949,"B003X5FYJQ","ounces","[0, 6]","fluid",2,1,"I mixed two scoops of this powder with about 16 fluid ounces of water and it was like drinking liquid Skittles or something of the sort.",1308182400,"ounce","fluid","ounc","fluid","0","0","0"
"7250",1949,"B003X5FYJQ","water","[0, 6]","fluid",2,1,"I mixed two scoops of this powder with about 16 fluid ounces of water and it was like drinking liquid Skittles or something of the sort.",1308182400,"water","fluid","water","fluid","0","1","0"
"7251",1949,"B003X5FYJQ","workout","[0, 6]","worse",2,-2,"I actually think the sugar rush and subsequent crash actually made my workout much worse!",1308182400,"workout","bad","workout","wors","0","1","2"
"7252",1950,"B003X5FYJQ","feel","[3, 3]","funny",4,1,"I thought it might give me more focus, but it just made my head feel funny.",1402963200,"feel","funny","feel","funni","0","1","0"
"7253",1950,"B003X5FYJQ","bit","[3, 3]","extra",4,0,"I did find it helpful for a long weekend of activities, provided an extra bit of energy.",1402963200,"bit","extra","bit","extra","0","1","1"
"7254",1950,"B003X5FYJQ","energy","[3, 3]","extra",4,0,"I did find it helpful for a long weekend of activities, provided an extra bit of energy.",1402963200,"energy","extra","energi","extra","1","1","1"
"7255",1951,"B003X5FYJQ","supplement","[0, 0]","Great",4,2,"Great supplement to workout",1342569600,"supplement","great","supplement","great","1","1","1"
"7256",1951,"B003X5FYJQ","workout","[0, 0]","Great",4,2,"Great supplement to workout",1342569600,"workout","great","workout","great","0","1","1"
"7257",1951,"B003X5FYJQ","training","[0, 0]","light",4,0,"I workout 5 days a week, running over 5 miles a day and doing light weight training and toning.",1342569600,"training","light","train","light","0","0","0"
"7258",1951,"B003X5FYJQ","flavors","[0, 0]","grape",4,0,"I have tried the blue raspberry and grape flavors and have been using this product for over a year and I have to say that I actually do feel a difference in my endurance and energy level when I drink this prior to a workout.",1342569600,"flavor","grape","flavor","grape","0","1","0"
"7259",1951,"B003X5FYJQ","flavors","[0, 0]","different",4,0,"This products makes me more alert and gives me the energy I need to get through my workout.Taste-wise, everyone likes different flavors but I can tell you that this product does NOT have the nasty chalky taste that some energy or amino drinks have.",1342569600,"flavor","different","flavor","differ","1","1","1"
"7260",1951,"B003X5FYJQ","taste","[0, 0]","nasty",4,0,"This products makes me more alert and gives me the energy I need to get through my workout.Taste-wise, everyone likes different flavors but I can tell you that this product does NOT have the nasty chalky taste that some energy or amino drinks have.",1342569600,"taste","nasty","tast","nasti","0","1","0"
"7261",1951,"B003X5FYJQ","drinks","[0, 0]","amino",4,0,"This products makes me more alert and gives me the energy I need to get through my workout.Taste-wise, everyone likes different flavors but I can tell you that this product does NOT have the nasty chalky taste that some energy or amino drinks have.",1342569600,"drink","amino","drink","amino","0","1","0"
"7262",1951,"B003X5FYJQ","flavors","[0, 0]","good",4,1,"I personally think both the grape and blue raspberry flavors are good but I like the blue raspberry a bit better.If you are looking for an energy boost I would say it cannot hurt to see if this works for you because I can definitely say that after using it many times that I can see and feel the difference in my performance when I use this product.",1342569600,"flavor","good","flavor","good","1","1","1"
"7263",1952,"B003X5FYJQ","amount","[0, 0]","small",5,0,"That small amount didn't do much for me so the next time I tried three scoops.",1305590400,"amount","small","amount","small","1","1","1"
"7264",1952,"B003X5FYJQ","energy","[0, 0]","more",5,0,"Although it did give me more energy for most of the day helping me to get more things done around the house, I didn't loose any weight with it.",1305590400,"energy","more","energi","more","1","1","1"
"7265",1952,"B003X5FYJQ","energy","[0, 0]","most",5,0,"Although it did give me more energy for most of the day helping me to get more things done around the house, I didn't loose any weight with it.",1305590400,"energy","most","energi","most","0","1","1"
"7266",1952,"B003X5FYJQ","things","[0, 0]","more",5,0,"Although it did give me more energy for most of the day helping me to get more things done around the house, I didn't loose any weight with it.",1305590400,"thing","more","thing","more","0","1","1"
"7267",1952,"B003X5FYJQ","energy","[0, 0]","cheaper",5,0,"Even at only 17 servings out of the bottle that is still cheaper than the 5 hour energy at two bucks a shot and this lasted a lot longer too.",1305590400,"energy","cheap","energi","cheaper","0","1","0"
"7268",1952,"B003X5FYJQ","things","[0, 0]","mixed",5,3,"As for taste I really liked the fruit flavored one when mixed using chilled bottle water.There are a couple things I didn't like.",1305590400,"thing","mixed","thing","mix","0","1","1"
"7269",1952,"B003X5FYJQ","size","[0, 0]","deceptive",5,0,"For one the size of the container it comes in is deceptive.",1305590400,"size","deceptive","size","decept","0","1","0"
"7270",1952,"B003X5FYJQ","thing","[0, 0]","other",5,0,"The other thing is what they call a serving.",1305590400,"thing","other","thing","other","1","1","1"
"7271",1952,"B003X5FYJQ","amount","[0, 0]","minimum",5,0,"So, personally I would call a medium amount one serving instead of the mild or minimum amount a serving.",1305590400,"amount","minimum","amount","minimum","0","1","0"
"7272",1952,"B003X5FYJQ","amount","[0, 0]","mild",5,0,"So, personally I would call a medium amount one serving instead of the mild or minimum amount a serving.",1305590400,"amount","mild","amount","mild","0","1","0"
"7273",1952,"B003X5FYJQ","mix","[0, 0]","good",5,2,"In that case I would actually rate this container as having only 15 servings instead of 30.Overall I really liked this product and have no problem with recommending it for anybody that's looking for a good energy mix that's easy to adjust to your personal needs.",1305590400,"mix","good","mix","good","1","1","1"
"7274",1952,"B003X5FYJQ","flavor","[0, 0]","good",5,3,"The ""Fruit Fusion"" flavor was really pretty good, especially for an energy drink mix.",1305590400,"flavor","good","flavor","good","1","1","1"
"7275",1952,"B003X5FYJQ","mix","[0, 0]","good",5,3,"The ""Fruit Fusion"" flavor was really pretty good, especially for an energy drink mix.",1305590400,"mix","good","mix","good","1","1","1"
"7276",1952,"B003X5FYJQ","quality","[0, 0]","same",5,1,"I was hoping the ""Concord Grape"" would have the same quality of flavor but it doesn't!",1305590400,"quality","same","qualiti","same","0","1","1"
"7277",1952,"B003X5FYJQ","flavor","[0, 0]","same",5,1,"I was hoping the ""Concord Grape"" would have the same quality of flavor but it doesn't!",1305590400,"flavor","same","flavor","same","0","1","1"
"7278",1952,"B003X5FYJQ","smell","[0, 0]","nasty",5,-2,"It's got a nasty smell to it and a foul after taste that doesn't want to go away.",1305590400,"smell","nasty","smell","nasti","0","0","0"
"7279",1953,"B003X5FYJQ","work","[0, 0]","jittery",5,0,"One time I tried 4 scoops as a pick me up and I was jittery during work.",1308182400,"work","jittery","work","jitteri","0","1","0"
"7280",1953,"B003X5FYJQ","mix","[0, 0]","easy",5,0,"It is also easy to mix with water.",1308182400,"mix","easy","mix","easi","1","1","1"
"7281",1953,"B003X5FYJQ","mixes","[0, 0]","other",5,1,"At the bottom of your cup there is no residue like other mixes.",1308182400,"mix","other","mix","other","0","1","1"
"7282",1953,"B003X5FYJQ","water","[0, 0]","more",5,0,"I usually mix it with more water than what is stated in the directions.",1308182400,"water","more","water","more","0","1","1"
"7283",1953,"B003X5FYJQ","mix","[0, 0]","great",5,2,"Overall this energy mix is great.",1308182400,"mix","great","mix","great","1","1","1"
"7284",1954,"B003X5FYJQ","thing","[0, 0]","only",4,0,"I will begin by stating that this is by know means a scientific evaluation, but the only thing that I added to my routine was this supplement.",1307923200,"thing","only","thing","onli","1","1","1"
"7285",1954,"B003X5FYJQ","taste","[0, 0]","good",4,2,"That being said, here are my impressions:First off, the taste is STRONG but very good (I used the Fruit Fusion version in milk).",1307923200,"taste","good","tast","good","1","1","1"
"7286",1954,"B003X5FYJQ","taste","[0, 0]","STRONG",4,2,"That being said, here are my impressions:First off, the taste is STRONG but very good (I used the Fruit Fusion version in milk).",1307923200,"taste","strong","tast","strong","2","1","2"
"7287",1954,"B003X5FYJQ","boost","[0, 0]","pre-workout",4,1,"It did not mix very well (it actually recommends water), but it is still better than many that I have used before, and I didn't mind the few mini-powder-clumps which actually added texture and flavor without being chalky.I used the EAE product primarily for the 'pre-workout energy boost', consuming the lower range of suggested # of scoops (4).",1307923200,"boost","pre-workout","boost","pre-workout","0","0","0"
"7288",1954,"B003X5FYJQ","product","[0, 0]","successful",4,2,"For this purpose, the product was successful; there was a noticeable improvement in both my endurance and distance on an eliptical machine, and when I completed my workout, I still felt I had more to give.",1307923200,"product","successful","product","success","0","1","0"
"7289",1954,"B003X5FYJQ","improvement","[0, 0]","noticeable",4,2,"For this purpose, the product was successful; there was a noticeable improvement in both my endurance and distance on an eliptical machine, and when I completed my workout, I still felt I had more to give.",1307923200,"improvement","noticeable","improv","notic","0","0","0"
"7290",1954,"B003X5FYJQ","drinks","[0, 0]","most",4,0,"The ten calories per serving is also a plus, beating most energy drinks while containing no aspartame.",1307923200,"drink","most","drink","most","0","1","1"
"7291",1954,"B003X5FYJQ","dose","[0, 0]","full",4,1,"Even though it is only 54 cents per serving, if one does the full dose of the 4 different uses during the day (AM wake up, pre-workout energy, post-workout recovery, and afternoon pick-me-up), that would be 18 small scoops or 9 servings out of a 30 serving container--also giving you 900 mg of caffeine, which would be like 6 cups of coffee.",1307923200,"dose","full","dose","full","0","0","0"
"7292",1954,"B003X5FYJQ","energy","[0, 0]","pre-workout",4,1,"Even though it is only 54 cents per serving, if one does the full dose of the 4 different uses during the day (AM wake up, pre-workout energy, post-workout recovery, and afternoon pick-me-up), that would be 18 small scoops or 9 servings out of a 30 serving container--also giving you 900 mg of caffeine, which would be like 6 cups of coffee.",1307923200,"energy","pre-workout","energi","pre-workout","0","1","0"
"7293",1954,"B003X5FYJQ","recovery","[0, 0]","post-workout",4,1,"Even though it is only 54 cents per serving, if one does the full dose of the 4 different uses during the day (AM wake up, pre-workout energy, post-workout recovery, and afternoon pick-me-up), that would be 18 small scoops or 9 servings out of a 30 serving container--also giving you 900 mg of caffeine, which would be like 6 cups of coffee.",1307923200,"recovery","post-workout","recoveri","post-workout","0","0","0"
"7294",1954,"B003X5FYJQ","dose","[0, 0]","maximum",4,0,"This all being said, it is not necessarily clear that the product is actually suggesting someone use the maximum dose for all of the four uses during the day.So it would seem to be a 7 - 12 days worth of pre-workout energy, which if it works... which it DOES seem to do at least for the medium-intensity workout...",1307923200,"dose","maximum","dose","maximum","0","0","0"
"7295",1954,"B003X5FYJQ","energy","[0, 0]","pre-workout",4,0,"This all being said, it is not necessarily clear that the product is actually suggesting someone use the maximum dose for all of the four uses during the day.So it would seem to be a 7 - 12 days worth of pre-workout energy, which if it works... which it DOES seem to do at least for the medium-intensity workout...",1307923200,"energy","pre-workout","energi","pre-workout","0","1","0"
"7296",1954,"B003X5FYJQ","workout","[0, 0]","medium-intensity",4,0,"This all being said, it is not necessarily clear that the product is actually suggesting someone use the maximum dose for all of the four uses during the day.So it would seem to be a 7 - 12 days worth of pre-workout energy, which if it works... which it DOES seem to do at least for the medium-intensity workout...",1307923200,"workout","medium-intensity","workout","medium-intens","0","1","0"
"7297",1954,"B003X5FYJQ","investment","[0, 0]","worth",4,1,"I would say the results are well worth the investment.",1307923200,"investment","worth","invest","worth","0","0","0"
"7298",1955,"B003X5FYJQ","taste","[0, 0]","Good",4,1,"Good taste, no jitters",1305504000,"taste","good","tast","good","1","1","1"
"7299",1955,"B003X5FYJQ","love","[0, 0]","flavored",4,3,"I figured I would give this one a try since I love pretty much anything grape flavored and I am really glad I did!",1305504000,"love","flavored","love","flavor","0","0","0"
"7300",1955,"B003X5FYJQ","love","[0, 0]","grape",4,3,"I figured I would give this one a try since I love pretty much anything grape flavored and I am really glad I did!",1305504000,"love","grape","love","grape","0","0","0"
"7301",1955,"B003X5FYJQ","drinks","[0, 0]","only",4,0,"This is one of the only energy drinks that I've tried that doesn't make you wired or shaky but you can feel that it gives you a gentle boost.",1305504000,"drink","only","drink","onli","0","1","1"
"7302",1955,"B003X5FYJQ","boost","[0, 0]","gentle",4,0,"This is one of the only energy drinks that I've tried that doesn't make you wired or shaky but you can feel that it gives you a gentle boost.",1305504000,"boost","gentle","boost","gentl","0","0","0"
"7303",1955,"B003X5FYJQ","flavor","[0, 0]","orange",4,3,"My husband LOVED it - so much that he went through this container in about 2 weeks and we moved onto the orange flavor which is more his speed (I like both but prefer grape).If you are looking for an energy boost that won't leave you boosting to the moon, give this a whirl!!",1305504000,"flavor","orange","flavor","orang","0","1","0"
"7304",1956,"B003X5FYJQ","energy","[0, 0]","other",5,-1,"There is some caffeine so I don't have any withdrawals there, but it has amino acids & other energy producing supplements to help boost my natural energy (not just give me shakes from too much caffeine).",1308182400,"energy","other","energi","other","0","1","1"
"7305",1956,"B003X5FYJQ","energy","[0, 0]","natural",5,-1,"There is some caffeine so I don't have any withdrawals there, but it has amino acids & other energy producing supplements to help boost my natural energy (not just give me shakes from too much caffeine).",1308182400,"energy","natural","energi","natur","0","1","1"
"7306",1956,"B003X5FYJQ","mix","[0, 0]","gross",5,1,"I really like the taste too - just like grape Kool-Aid - not a gross drink mix like many workout style mixes.",1308182400,"mix","gross","mix","gross","0","1","0"
"7307",1956,"B003X5FYJQ","mixes","[0, 0]","gross",5,1,"I really like the taste too - just like grape Kool-Aid - not a gross drink mix like many workout style mixes.",1308182400,"mix","gross","mix","gross","0","1","0"
"7308",1957,"B003X5FYJQ","sweetener","[0, 0]","artificial",2,0,"It must be the artificial sweetener.",1304553600,"sweetener","artificial","sweeten","artifici","1","1","1"
"7309",1957,"B003X5FYJQ","drinks","[0, 0]","soft",2,-1,"I guess if you can stand diet soft drinks, this would not be a problem, but it is for me.Since, I could not drink more than a little because of the taste, I cannot fairly comment on how effective the stuff is otherwise.If they come out with a version with natural sweetening, I would give it another try, but not until.Again, if diet soft drinks taste OK to you, then you might want to give this a try for its other potential benefits, but otherwise, I would not recommend it.",1304553600,"drink","soft","drink","soft","0","1","0"
"7310",1957,"B003X5FYJQ","drink","[0, 0]","soft",2,-1,"I guess if you can stand diet soft drinks, this would not be a problem, but it is for me.Since, I could not drink more than a little because of the taste, I cannot fairly comment on how effective the stuff is otherwise.If they come out with a version with natural sweetening, I would give it another try, but not until.Again, if diet soft drinks taste OK to you, then you might want to give this a try for its other potential benefits, but otherwise, I would not recommend it.",1304553600,"drink","soft","drink","soft","0","1","0"
"7311",1957,"B003X5FYJQ","taste","[0, 0]","little",2,-1,"I guess if you can stand diet soft drinks, this would not be a problem, but it is for me.Since, I could not drink more than a little because of the taste, I cannot fairly comment on how effective the stuff is otherwise.If they come out with a version with natural sweetening, I would give it another try, but not until.Again, if diet soft drinks taste OK to you, then you might want to give this a try for its other potential benefits, but otherwise, I would not recommend it.",1304553600,"taste","little","tast","littl","0","1","1"
"7312",1957,"B003X5FYJQ","taste","[0, 0]","OK",2,-1,"I guess if you can stand diet soft drinks, this would not be a problem, but it is for me.Since, I could not drink more than a little because of the taste, I cannot fairly comment on how effective the stuff is otherwise.If they come out with a version with natural sweetening, I would give it another try, but not until.Again, if diet soft drinks taste OK to you, then you might want to give this a try for its other potential benefits, but otherwise, I would not recommend it.",1304553600,"taste","ok","tast","ok","2","1","2"
"7313",1957,"B003X5FYJQ","sweetening","[0, 0]","natural",2,-1,"I guess if you can stand diet soft drinks, this would not be a problem, but it is for me.Since, I could not drink more than a little because of the taste, I cannot fairly comment on how effective the stuff is otherwise.If they come out with a version with natural sweetening, I would give it another try, but not until.Again, if diet soft drinks taste OK to you, then you might want to give this a try for its other potential benefits, but otherwise, I would not recommend it.",1304553600,"sweetening","natural","sweeten","natur","0","0","1"
"7314",1958,"B003X5FYJQ","water","[0, 1]","cold",3,0,"I followed the directions and added two scoops to 12 ounces of cold water.",1307836800,"water","cold","water","cold","1","1","1"
"7315",1958,"B003X5FYJQ","mix","[0, 1]","hard",3,0,"(With a spoon, it was very hard to mix.",1307836800,"mix","hard","mix","hard","0","1","1"
"7316",1958,"B003X5FYJQ","taste","[0, 1]","similar",3,0,"The taste was very similar to grape Kool-Aid and had only a slight aftertaste.",1307836800,"taste","similar","tast","similar","0","1","0"
"7317",1958,"B003X5FYJQ","aftertaste","[0, 1]","slight",3,0,"The taste was very similar to grape Kool-Aid and had only a slight aftertaste.",1307836800,"aftertaste","slight","aftertast","slight","0","0","0"
"7318",1959,"B003X5FYJQ","supplement","[0, 0]","dietary",4,0,"This container contains .6 lbs (270 grams) of dietary supplement which is just over half of the container full.",1304294400,"supplement","dietary","supplement","dietari","0","1","0"
"7319",1959,"B003X5FYJQ","dose","[0, 0]","normal",4,0,"I typically use the normal 2 scoop dose and it does make me feel more alert, focused and able to concentrate better.",1304294400,"dose","normal","dose","normal","0","0","0"
"7320",1959,"B003X5FYJQ","feel","[0, 0]","able",4,0,"I typically use the normal 2 scoop dose and it does make me feel more alert, focused and able to concentrate better.",1304294400,"feel","able","feel","abl","0","1","0"
"7321",1959,"B003X5FYJQ","feel","[0, 0]","alert",4,0,"I typically use the normal 2 scoop dose and it does make me feel more alert, focused and able to concentrate better.",1304294400,"feel","alert","feel","alert","0","1","0"
"7322",1959,"B003X5FYJQ","feel","[0, 0]","focused",4,0,"I typically use the normal 2 scoop dose and it does make me feel more alert, focused and able to concentrate better.",1304294400,"feel","focused","feel","focus","0","1","0"
"7323",1959,"B003X5FYJQ","dose","[0, 0]","double",4,0,"I have taken a double dose (4 scoops) from time to time when I need an extra boost.It also contains 50 mg of caffeine per scoop so one serving is about the equivalent of a cup of coffee.",1304294400,"dose","double","dose","doubl","0","0","1"
"7324",1959,"B003X5FYJQ","drinks","[0, 0]","jittery",4,0,"The caffeine helps to give you an energy boost without the jittery side-effects of some energy drinks that contain much higher levels of caffeine.",1304294400,"drink","jittery","drink","jitteri","0","1","0"
"7325",1959,"B003X5FYJQ","dose","[0, 0]","double",4,0,"It also contains beta-alanine which can cause a slight tingling on your skin but it only affected me while taking a double dose.",1304294400,"dose","double","dose","doubl","0","0","1"
"7326",1959,"B003X5FYJQ","feel","[0, 0]","alive",4,0,"In general it makes me feel more alive, focused and alert with more energy to get more things done.",1304294400,"feel","alive","feel","aliv","0","1","0"
"7327",1959,"B003X5FYJQ","feel","[0, 0]","alert",4,0,"In general it makes me feel more alive, focused and alert with more energy to get more things done.",1304294400,"feel","alert","feel","alert","0","1","0"
"7328",1959,"B003X5FYJQ","feel","[0, 0]","focused",4,0,"In general it makes me feel more alive, focused and alert with more energy to get more things done.",1304294400,"feel","focused","feel","focus","0","1","0"
"7329",1959,"B003X5FYJQ","energy","[0, 0]","more",4,0,"In general it makes me feel more alive, focused and alert with more energy to get more things done.",1304294400,"energy","more","energi","more","1","1","1"
"7330",1959,"B003X5FYJQ","things","[0, 0]","more",4,0,"In general it makes me feel more alive, focused and alert with more energy to get more things done.",1304294400,"thing","more","thing","more","0","1","1"
"7331",1960,"B003X5FYJQ","boost","[0, 0]","noticeable",5,1,"A definite energy boost from drinking a glass of Optimum Nutrition Essential Amino Energy before my workout routine is noticeable, and I appreciate a feeling of clarity from the beverage which is greater than drinking just water alone.",1309478400,"boost","noticeable","boost","notic","0","0","0"
"7332",1960,"B003X5FYJQ","boost","[0, 0]","extra",5,1,"The week I first tried this Amino Energy I was doing exercise workouts of between four to five hours each day, so the extra boost was greatly appreciated.",1309478400,"boost","extra","boost","extra","0","0","1"
"7333",1960,"B003X5FYJQ","flavor","[0, 0]","negative",5,0,"The flavor and color of this product is the only negative thing I noticed about it.",1309478400,"flavor","negative","flavor","neg","0","1","0"
"7334",1960,"B003X5FYJQ","thing","[0, 0]","negative",5,0,"The flavor and color of this product is the only negative thing I noticed about it.",1309478400,"thing","negative","thing","neg","0","1","0"
"7335",1961,"B003X5FYJQ","workout","[0, 0]","low",3,-1,"There are three levels listed there:  Two scoops for a low workout; four for a medium workout; and six for an intense workout.",1306627200,"workout","low","workout","low","0","1","1"
"7336",1961,"B003X5FYJQ","workout","[0, 0]","intense",3,-1,"There are three levels listed there:  Two scoops for a low workout; four for a medium workout; and six for an intense workout.",1306627200,"workout","intense","workout","intens","0","1","0"
"7337",1961,"B003X5FYJQ","amount","[0, 0]","right",3,0,"One scoop seemed the right amount for me--and I'm an athletic 6' 3"" 220lb guy.",1306627200,"amount","right","amount","right","0","1","0"
"7338",1961,"B003X5FYJQ","thing","[0, 0]","other",3,0,"Anything above that made me sick to my stomach to varying degrees.One other thing I noticed about the product is that there would be no physical decline in my strength and endurance, and then all of the sudden, I'd hit a wall and just couldn't do anymore.",1306627200,"thing","other","thing","other","1","1","1"
"7339",1961,"B003X5FYJQ","water","[0, 0]","enough",3,1,"After working out, my muscles tended not to ache as much and recovered more quickly.As far as taste goes, both the flavors I tried, Concord Grape and Fruit Punch, were pleasant if you mixed it with enough water; about 6 - 8oz per scoop.",1306627200,"water","enough","water","enough","0","1","0"
"7340",1961,"B003X5FYJQ","mix","[0, 0]","concentrated",3,0,"If you mix it more concentrated than that it becomes thick, like a shake, and the taste is overpowering.Caffeine doesn't sit well with me anyway, so its inclusion in the product is probably the reason for the negative reactions I had.",1306627200,"mix","concentrated","mix","concentr","0","1","0"
"7341",1961,"B003X5FYJQ","people","[0, 0]","other",3,0,"That may not be an issue for other people.",1306627200,"people","other","peopl","other","0","0","1"
"7342",1961,"B003X5FYJQ","effects","[0, 0]","adverse",3,-1,"If they had a product without the caffeine in it, I would have given it 4 or 5 stars, and this product may be a 4 or 5 star product for people who don't have the adverse effects to caffeine that I do.",1306627200,"effect","adverse","effect","advers","0","0","0"
"7343",1962,"B003X5FYJQ","recovery","[0, 0]","post-workout",4,0,"I used it for post-workout recovery.",1312588800,"recovery","post-workout","recoveri","post-workout","0","0","0"
"7344",1962,"B003X5FYJQ","products","[0, 0]","many",4,0,"I have tried many products with similar intentions.",1312588800,"product","many","product","mani","1","1","1"
"7345",1962,"B003X5FYJQ","water","[0, 0]","good",4,1,"This flavor tasted good, smelled good, and mixed into water easily.",1312588800,"water","good","water","good","1","1","1"
"7346",1962,"B003X5FYJQ","water","[0, 0]","mixed",4,1,"This flavor tasted good, smelled good, and mixed into water easily.",1312588800,"water","mixed","water","mix","1","1","1"
"7347",1963,"B003X5FYJQ","taste","[0, 0]","Great",5,1,"Great taste, low calorie EAA",1308182400,"taste","great","tast","great","1","1","1"
"7348",1963,"B003X5FYJQ","flavor","[0, 0]","good",5,2,"The Concord Grape flavor is really good--it tastes just like a diet grape juice.",1308182400,"flavor","good","flavor","good","1","1","1"
"7349",1963,"B003X5FYJQ","profile","[0, 0]","good",5,0,"This has a good amino acid profile and makes it easy to get your EAA without using the 120-250 calories that a regular protein shake requires.",1308182400,"profile","good","profil","good","0","0","1"
"7350",1963,"B003X5FYJQ","profile","[0, 0]","amino",5,0,"This has a good amino acid profile and makes it easy to get your EAA without using the 120-250 calories that a regular protein shake requires.",1308182400,"profile","amino","profil","amino","0","0","0"
"7351",1963,"B003X5FYJQ","boost","[0, 0]","noticeable",5,0,"I take it pre-workout and have experienced a noticeable boost in energy during my workout.",1308182400,"boost","noticeable","boost","notic","0","0","0"
"7352",1963,"B003X5FYJQ","energy","[0, 0]","noticeable",5,0,"I take it pre-workout and have experienced a noticeable boost in energy during my workout.",1308182400,"energy","noticeable","energi","notic","0","1","0"
"7353",1965,"B003X5FYJQ","health","[2, 7]","conscious",1,0,"Anyone who is health conscious enough to use an amino supplement (or whey or anything that means you're working out) should avoid sucralose, aspartame or chemical sweeteners.Unfortunately, the Optmimum Nutrition product has sucralose which means you're putting a substance in your body that is good for you, but is also bad.If you want details, research and more on this, the best resource for natural health is [...]Sorry, can't recommend this product.",1304467200,"health","conscious","health","consciou","0","0","0"
"7354",1965,"B003X5FYJQ","health","[2, 7]","natural",1,0,"Anyone who is health conscious enough to use an amino supplement (or whey or anything that means you're working out) should avoid sucralose, aspartame or chemical sweeteners.Unfortunately, the Optmimum Nutrition product has sucralose which means you're putting a substance in your body that is good for you, but is also bad.If you want details, research and more on this, the best resource for natural health is [...]Sorry, can't recommend this product.",1304467200,"health","natural","health","natur","0","0","1"
